id,tipo,titulo,diretor,elenco,pais,adicionado_em,ano_lancamento,classificacao,genero,data_lancamento,duracao_em_min,temporadas,estacao
s5756,Movie,Mascots,Christopher Guest,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett",US,2016-10-13,2016,18,Comedies,2016-10-11,95.0,,Primavera
s5757,Movie,Justin Timberlake + the Tennessee Kids,Jonathan Demme,Justin Timberlake,US,2016-10-12,2016,18,Music & Musicals,2016-09-13,90.0,,Primavera
s5758,Movie,13TH,Ava DuVernay,"Jelani Cobb, Angela Davis, Henry Louis Gates, Jr., Michelle Alexander, Cory Booker",US,2016-10-07,2016,18,Documentaries,2016-10-07,101.0,,Primavera
s5759,Movie,Russell Peters: Almost Famous,David Higby,Russell Peters,CA,2016-10-07,2016,18,Stand-Up Comedy,2016-10-07,73.0,,Primavera
s5760,TV Show,StoryBots Super Songs,Não Informado,Não Informado,Não Informado,2016-10-07,2016,Livre,Kids' TV,2016-10-07,,1.0,Primavera
s5761,Movie,The Siege of Jadotville,Richie Smyth,"Jamie Dornan, Guillaume Canet, Mark Strong, Jason O'Mara, Michael McElhatton",IE,2016-10-07,2016,18,"Action & Adventure, Dramas, International Movies",2016-09-19,108.0,,Primavera
s5762,Movie,LEGO Jurassic World: The Indominus Escape,Michael D. Black,"Bryce Dallas Howard, A.J. LoCascio, Sendhil Ramamurthy, Fred Tatasciore, Jake Johnson",US,2016-10-04,2016,10,"Children & Family Movies, Comedies",2016-10-03,25.0,,Primavera
s5763,TV Show,Be with Me,Não Informado,"River Huang, Jason Tsou, Queen Wei, Ouyang Didi",TW,2016-10-01,2015,10,"International TV Shows, Romantic TV Shows, TV Dramas",2015-12-12,,1.0,Verão
s5764,TV Show,Be with You,Não Informado,"Bobby Dou, Huang Peijia, Nylon Chen, Vivi Lee, Serena Fang",TW,2016-10-01,2015,14,"International TV Shows, Romantic TV Shows, TV Dramas",2015-04-14,,1.0,Outono
s5765,Movie,Bombshell,Jay Roach,"Charlize Theron, Margot Robbie, Nicole Kidman, John Lithgow, Allison Janney","CA, US",2016-10-01,2016,18,Dramas,2019-12-13,86.0,,Verão
s5766,Movie,Chatô: The King of Brazil,Guilherme Fontes,"Marco Ricca, Andréa Beltrão, Leandra Leal, Letícia Sabatella, Paulo Betti",BR,2016-10-01,2015,18,"Dramas, International Movies",2015-11-19,105.0,,Primavera
s5767,TV Show,Fall in Love with Me,Não Informado,"Tia Li, Katherine Wang, Aaron Yan, Johnny Yang, Beatrice Fang",TW,2016-10-01,2014,14,"International TV Shows, Romantic TV Shows, TV Comedies",2014-04-06,,1.0,Outono
s5768,Movie,Harud,Aamir Bashir,"Reza Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai",IN,2016-10-01,2010,18,"Dramas, International Movies",2010-11-01,100.0,,Primavera
s5769,TV Show,Love Cheque Charge,Não Informado,"Xie Kun-da, George Hu, Phoebe Yuan, Jay Shih, Smire Weng",TW,2016-10-01,2014,14,"International TV Shows, Romantic TV Shows, TV Comedies",2014-09-03,,1.0,Primavera
s5770,TV Show,Masha's Spooky Stories,Não Informado,Alina Kukushkina,"DK, RU",2016-10-01,2012,Livre,Kids' TV,2014-12-26,,1.0,Verão
s5771,Movie,Much Ado About Nothing,Joss Whedon,"Amy Acker, Alexis Denisof, Nathan Fillion, Clark Gregg, Reed Diamond",US,2016-10-01,2016,18,"Dramas, Independent Movies, International Movies",2013-05-28,96.0,,Outono
s5772,TV Show,Murphy's Law of Love,Não Informado,"Ivelyn Lee, Jolin Yan, Danson Tang, Jenna Wang, Johnny Yang",TW,2016-10-01,2015,10,"International TV Shows, Romantic TV Shows, TV Comedies",2015-03-20,,1.0,Outono
s5773,Movie,My Big Night,Álex de la Iglesia,"Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Hugo Silva",ES,2016-10-01,2015,18,"Comedies, International Movies, Music & Musicals",2015-10-23,97.0,,Primavera
s5774,Movie,My Little Pony Equestria Girls: Legend of Everfree,Ishi Rudell,"Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman, Tabitha St. Germain","CA, US",2016-10-01,2016,10,"Children & Family Movies, Comedies",2016-10-01,73.0,,Primavera
s5775,TV Show,Old Money,Não Informado,"Udo Kier, Sunnyi Melles, Nicholas Ofczarek, Manuel Rubey, Nora Waldstätten",AT,2016-10-01,2015,18,"International TV Shows, TV Comedies, TV Dramas",2015-03-26,,1.0,Outono
s5776,Movie,Pac's Scary Halloween,Não Informado,"Erin Mathews, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond",US,2016-10-01,2016,10,Movies,2016-05-18,44.0,,Outono
s5777,Movie,Riphagen - The Untouchable,Pieter Kuijpers,"Jeroen van Koningsbrugge, Kay Greidanus, Lisa Zweerman, Anna Raadsveld, Antoinette Jelgersma",NL,2016-10-01,2016,14,"Dramas, International Movies",2016-09-22,132.0,,Primavera
s5778,TV Show,Someone Like You,Não Informado,"Kingone Wang, Lorene Ren, Lee Shao Xiang, William Liao, Nita Xia",TW,2016-10-01,2015,14,"International TV Shows, Romantic TV Shows, TV Dramas",2015-01-11,,1.0,Verão
s5779,Movie,Umrika,Prashant Nair,"Suraj Sharma, Tony Revolori, Prateik Smita Patil, Smita Tambe, Pramod Pathak",IN,2016-10-01,2015,18,"Dramas, Independent Movies, International Movies",2015-07-29,96.0,,Inverno
s5780,Movie,Unchained: The Untold Story of Freestyle Motocross,Paul Taublieb,"Josh Brolin, Brian Deegan, Seth Enslow, Carey Hart, Tony Hawk",US,2016-10-01,2016,18,"Documentaries, Sports Movies",2016-08-01,92.0,,Inverno
s5781,Movie,Welcome Mr. President,Riccardo Milani,"Claudio Bisio, Kasia Smutniak, Giuseppe Fiorello, Remo Girone, Massimo Popolizio",IT,2016-10-01,2013,18,"Comedies, International Movies",2013-03-21,99.0,,Outono
s5782,TV Show,When I See You Again,Não Informado,"Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Debbie Chou Tan-Wei",TW,2016-10-01,2015,14,"International TV Shows, Romantic TV Shows, TV Comedies",2015-05-31,,1.0,Outono
s5783,Movie,Amanda Knox,Rod Blackhurst,"Amanda Knox, Raffaele Sollecito, Rudy Guede",DK,2016-09-30,2016,18,Documentaries,2016-09-10,92.0,,Primavera
s5784,Movie,Audrie & Daisy,Bonni Cohen,"Daisy Coleman, Jim Fall, Delaney Henderson, Darren White",US,2016-09-23,2016,18,Documentaries,2016-09-23,99.0,,Primavera
s5785,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,US,2016-09-23,2016,18,Stand-Up Comedy,2016-09-23,78.0,,Primavera
s5786,TV Show,VeggieTales in the House,Não Informado,"Mike Nawrocki, Phil Vischer, Rob Paulsen, Tress MacNeille",US,2016-09-23,2016,Livre,Kids' TV,2014-11-26,,4.0,Primavera
s5787,Movie,"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",Não Informado,Não Informado,Não Informado,2016-09-19,2016,18,Stand-Up Comedy,,65.0,,Não informado
s5788,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Não Informado,Não Informado,Não Informado,2016-09-19,2016,18,Stand-Up Comedy,,65.0,,Não informado
s5789,Movie,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Jerzy Kisała,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk",PL,2016-09-19,2016,18,Stand-Up Comedy,2017-02-18,69.0,,Verão
s5790,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",Não Informado,Não Informado,Não Informado,2016-09-19,2016,18,Stand-Up Comedy,,64.0,,Não informado
s5791,Movie,The Best of Rafał Rutkowski Olka Szczęśniak,Não Informado,Não Informado,Não Informado,2016-09-19,2016,18,Stand-Up Comedy,,63.0,,Não informado
s5792,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Não Informado,Não Informado,Não Informado,2016-09-19,2016,18,Stand-Up Comedy,,63.0,,Não informado
s5793,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Gray Powell, Jacob Neayem, Shaun Benson",US,2016-09-16,2016,18,"International Movies, Sci-Fi & Fantasy, Thrillers",2016-09-16,89.0,,Primavera
s5794,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,Não Informado,2016-09-16,2016,18,Stand-Up Comedy,2016-09-16,60.0,,Primavera
s5795,Movie,Louis C.K.: Hilarious,Louis C.K.,Louis C.K.,US,2016-09-16,2010,Não Informado,Movies,2010-01-26,,,Verão
s5796,Movie,The White Helmets,Orlando von Einsiedel,"Khalid Farah, Mohammed Farah, Abu Omar, Raed Saleh",GB,2016-09-16,2016,10,Documentaries,2016-09-16,41.0,,Primavera
s5797,Movie,Sample This,Dan Forrer,"Gene Simmons, Rosey Grier, Melle Mel, Questlove, Jerry Butler",Não Informado,2016-09-15,2012,14,"Documentaries, Music & Musicals",2013-09-12,83.0,,Primavera
s5798,Movie,Extremis,Dan Krauss,"Monica Bhargava, Jessica Zitter",US,2016-09-13,2016,10,Documentaries,2016-04-17,25.0,,Outono
s5799,Movie,Jandino: Whatever it Takes,Não Informado,Jandino Asporaat,Não Informado,2016-09-09,2016,18,Stand-Up Comedy,2016-09-09,94.0,,Primavera
s5800,TV Show,Chef's Table: France,Não Informado,Não Informado,US,2016-09-02,2016,14,Docuseries,2016-09-02,,1.0,Primavera
s5801,TV Show,Kulipari: An Army of Frogs,Não Informado,"Keith David, Lacey Chabert, Charlie Adler, Josh Keaton, Laraine Newman",US,2016-09-02,2016,10,Kids' TV,2016-09-02,,1.0,Primavera
s5802,TV Show,Conspiracy,Não Informado,Mark Bazeley,GB,2016-09-01,2015,14,"British TV Shows, Docuseries",2015-06-12,,1.0,Inverno
s5803,TV Show,Dead Set,Não Informado,"Kevin Eldon, Beth Cordingly, Warren Brown, Riz Ahmed, Davina McCall",GB,2016-09-01,2008,18,"British TV Shows, TV Horror, TV Thrillers",2008-10-27,,1.0,Primavera
s5804,TV Show,Forensic Files,Não Informado,Não Informado,Não Informado,2016-09-01,2011,18,"Crime TV Shows, Docuseries, Science & Nature TV",,,9.0,Não informado
s5805,Movie,Saudi Arabia Uncovered,James Jones,"James Jones, Yasser, Ali Filfil, Ali Nimr, Nusra Al-Ahmed","SA, GB, US",2016-09-01,2016,14,Documentaries,2016-03-22,52.0,,Outono
s5806,TV Show,The Fierce Wife,Não Informado,"Sonia Sui, James Wen, Chris Wang, Amanda Zhu, 吳怡臻",TW,2016-09-01,2010,18,"International TV Shows, Romantic TV Shows, TV Dramas",2010-11-05,,1.0,Primavera
s5807,TV Show,Witches: A Century of Murder,Não Informado,Suzannah Lipscomb,GB,2016-09-01,2015,14,"British TV Shows, Crime TV Shows, Docuseries",2015-10-13,,1.0,Primavera
s5808,TV Show,Glitter Force,Não Informado,Não Informado,Não Informado,2016-08-26,2016,10,"Anime Series, Kids' TV",,,2.0,Não informado
s5809,Movie,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,"Jeff Foxworthy, Larry the Cable Guy",US,2016-08-26,2016,14,Stand-Up Comedy,2016-08-26,75.0,,Inverno
s5810,Movie,XOXO,Christopher Louie,"Sarah Hyland, Hayley Kiyoko, Chris D'Elia, Graham Phillips, LaMonica Garrett",US,2016-08-26,2016,18,"Dramas, Music & Musicals",2016-08-26,92.0,,Inverno
s5811,Movie,I'll Sleep When I'm Dead,Justin Krook,"Steve Aoki, Devon Aoki, Travis Barker, Diplo, will.i.am",US,2016-08-19,2016,18,"Documentaries, Music & Musicals",2016-04-15,80.0,,Outono
s5812,TV Show,Behind Enemy Lines,Não Informado,Não Informado,Não Informado,2016-08-15,2001,14,"British TV Shows, Docuseries",,,1.0,Não informado
s5813,TV Show,Caught on Camera,Não Informado,Alex Wyndham,GB,2016-08-15,2015,18,"British TV Shows, Crime TV Shows, Docuseries",2015-04-13,,3.0,Outono
s5814,Movie,Louis C.K.: Live at the Comedy Store,Louis C.K.,"Louis C.K., Jay London",US,2016-08-15,2015,Não Informado,Movies,2015-01-27,,,Verão
s5815,Movie,Real Crime: Supermarket Heist (Tesco Bomber),Não Informado,Não Informado,Não Informado,2016-08-15,2010,14,Documentaries,,46.0,,Não informado
s5816,Movie,Jim Gaffigan: Beyond the Pale,Michael Drumm,Jim Gaffigan,US,2016-08-11,2005,14,Stand-Up Comedy,2006-01-29,72.0,,Verão
s5817,Movie,Jim Gaffigan: King Baby,Troy Miller,Jim Gaffigan,US,2016-08-11,2009,10,Stand-Up Comedy,2009-03-29,71.0,,Outono
s5818,Movie,Jim Gaffigan: Mr. Universe,Jay Karas,Jim Gaffigan,US,2016-08-11,2012,14,Stand-Up Comedy,2012-04-11,77.0,,Outono
s5819,Movie,Jim Gaffigan: Obsessed,Jay Chapman,Jim Gaffigan,US,2016-08-11,2014,14,Stand-Up Comedy,2014-04-27,70.0,,Outono
s5820,Movie,David Cross: Making America Great Again!,Alex Coletti,David Cross,US,2016-08-05,2016,18,Stand-Up Comedy,2016-08-05,73.0,,Inverno
s5821,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,Lavell Crawford,US,2016-08-02,2011,18,Stand-Up Comedy,2011-12-01,81.0,,Verão
s5822,Movie,Children of God,John Smithson,Helen Mirren,Não Informado,2016-08-01,1994,18,Documentaries,1994-07-27,63.0,,Inverno
s5823,TV Show,Cocaine,Não Informado,Não Informado,Não Informado,2016-08-01,2005,14,"British TV Shows, Crime TV Shows, Docuseries",2005-01-16,,1.0,Verão
s5824,TV Show,Edge of the Universe,Não Informado,Não Informado,Não Informado,2016-08-01,2008,Livre,"British TV Shows, Docuseries, Science & Nature TV",,,1.0,Não informado
s5825,Movie,Interview with a Serial Killer,Christopher Martin,Arthur Shawcross,US,2016-08-01,2008,18,Documentaries,2008-04-29,45.0,,Outono
s5826,TV Show,La Esclava Blanca,Não Informado,"Orian Suarez, Ricardo Vesga, Miguel de Miguel, Nerea Camacho, Norma Martínez",CO,2016-08-01,2016,18,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2016-01-16,,1.0,Verão
s5827,Movie,Real Crime: Diamond Geezers,Não Informado,Não Informado,Não Informado,2016-08-01,2008,14,Documentaries,,46.0,,Não informado
s5828,TV Show,LEGO Bionicle: The Journey to One,Não Informado,Não Informado,US,2016-07-29,2016,10,Kids' TV,2016-03-04,,2.0,Outono
s5829,Movie,Tallulah,Sian Heder,"Elliot Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit, Uzo Aduba",US,2016-07-29,2016,18,"Dramas, Independent Movies",2016-06-02,112.0,,Inverno
s5830,TV Show,Popples,Não Informado,"Ben Diskin, Reba Buhr, Cindy Robinson, Grant George, Wendee Lee","BE, FR, US",2016-07-24,2016,Livre,Kids' TV,2015-10-30,,3.0,Primavera
s5831,Movie,Rebirth,Karl Mueller,"Fran Kranz, Adam Goldberg, Nicky Whelan, Harry Hamlin, Kat Foster",US,2016-07-15,2016,18,"Dramas, Thrillers",2016-04-17,101.0,,Outono
s5832,Movie,Tony Robbins: I Am Not Your Guru,Joe Berlinger,Tony Robbins,US,2016-07-15,2016,18,Documentaries,2016-07-15,117.0,,Inverno
s5833,Movie,Gridlocked,Allan Ungar,"Dominic Purcell, Cody Hackman, Saul Rubinek, Stephen Lang, Danny Glover",CA,2016-07-14,2015,16,Action & Adventure,2016-06-14,114.0,,Inverno
s5834,Movie,Brahman Naman,Qaushiq Mukherjee,"Shashank Arora, Tanmay Dhanania, Chaitanya Varad, Vaishwath Shankar, Sindhu Sreenivasa Murthy",GB,2016-07-06,2016,18,"Comedies, Independent Movies, International Movies",2016-01-24,96.0,,Verão
s5835,TV Show,Kuromukuro,Não Informado,"Yohei Azakami, Mao Ichimichi, Reina Ueda, Asami Seto, Kaito Ishikawa",JP,2016-07-04,2016,14,"Anime Series, International TV Shows",2016-04-07,,2.0,Outono
s5836,Movie,Jim Jefferies: Freedumb,Ryan Polito,Jim Jefferies,US,2016-07-01,2016,18,Stand-Up Comedy,2016-07-01,87.0,,Inverno
s5837,TV Show,Marco Polo,Não Informado,"Lorenzo Richelmy, Benedict Wong, Joan Chen, Remy Hii, Zhu Zhu",US,2016-07-01,2016,18,"TV Action & Adventure, TV Dramas",2014-12-12,,2.0,Verão
s5838,Movie,X: Past Is Present,Sandeep Mohan,"Rajat Kapoor, Anshuman Jha, Huma Qureshi, Swara Bhasker, Radhika Apte",IN,2016-07-01,2015,18,"Dramas, Independent Movies, International Movies",2015-11-20,105.0,,Primavera
s5839,TV Show,Justin Time GO!,Não Informado,Não Informado,Não Informado,2016-06-24,2016,Livre,Kids' TV,,,1.0,Não informado
s5840,Movie,Sofía Niño de Rivera: Exposed,Jan Suter,Sofía Niño de Rivera,MX,2016-06-24,2016,18,Stand-Up Comedy,2016-06-24,80.0,,Inverno
s5841,Movie,The Fundamentals of Caring,Rob Burnett,"Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle, Megan Ferguson",US,2016-06-24,2016,18,"Comedies, Dramas, Independent Movies",2016-06-16,97.0,,Inverno
s5842,Movie,Ip Man 3,Wilson Yip,"Donnie Yen, Max Zhang, Lynn Hung Doi-Lam, Patrick Tam Yiu-Man, Mike Tyson","CN, HK",2016-06-18,2015,12,"Action & Adventure, Dramas, International Movies",2015-12-24,105.0,,Verão
s5843,Movie,Bo Burnham: Make Happy,Bo Burnham,"Bo Burnham, Lorene Scafaria",US,2016-06-03,2016,18,"Music & Musicals, Stand-Up Comedy",2016-06-03,60.0,,Inverno
s5844,TV Show,Hibana: Spark,Não Informado,"Kento Hayashi, Kazuki Namioka, Masao Yoshii, Mugi Kadowaki, Shota Sometani",JP,2016-06-02,2016,18,"International TV Shows, TV Dramas",2016-06-02,,1.0,Inverno
s5845,TV Show,72 Cutest Animals,Não Informado,Graham Mitchell,"AU, US",2016-06-01,2016,10,"Docuseries, International TV Shows, Science & Nature TV",2016-06-01,,1.0,Inverno
s5846,TV Show,72 Dangerous Places to Live,Não Informado,Mitch Ryan,AU,2016-06-01,2016,10,"Docuseries, International TV Shows, Science & Nature TV",2016-03-21,,1.0,Outono
s5847,Movie,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson",US,2016-05-27,2016,18,"Action & Adventure, Comedies",2016-05-27,109.0,,Outono
s5848,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,US,2016-05-06,2016,18,Stand-Up Comedy,2016-05-06,60.0,,Outono
s5849,Movie,Special Correspondents,Ricky Gervais,"Ricky Gervais, Eric Bana, Vera Farmiga, Kelly Macdonald, Benjamin Bratt","CA, GB",2016-04-29,2016,18,Comedies,2016-04-22,101.0,,Outono
s5850,Movie,Team Foxcatcher,Jon Greenhalgh,"Dave Schultz, Nancy Schultz, John E. du Pont, Dan Chaid, Mark Schultz",US,2016-04-29,2016,18,"Documentaries, Sports Movies",2016-04-18,91.0,,Outono
s5851,Movie,Patton Oswalt: Talking for Clapping,Não Informado,Patton Oswalt,US,2016-04-22,2016,18,Stand-Up Comedy,2016-04-22,66.0,,Outono
s5852,Movie,Belgica,Felix van Groeningen,"Stef Aerts, Tom Vermeir, Dominique Van Malder, Ben Benaouisse, Boris Van Severen","FR, BE",2016-04-15,2016,18,"Dramas, International Movies",2016-03-02,127.0,,Outono
s5853,Movie,Hush,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan, Emma Graves",US,2016-04-08,2016,16,"Horror Movies, Thrillers",2016-03-12,82.0,,Outono
s5854,TV Show,Cyborg 009 VS Devilman,Não Informado,"Jun Fukuyama, Shintaro Asanuma, Haruka Shiraishi, Tomoaki Maeno, Mao Ichimichi",JP,2016-04-01,2015,18,"Anime Series, International TV Shows",2015-11-11,,1.0,Primavera
s5855,Movie,Frank and Cindy,Não Informado,Não Informado,Não Informado,2016-04-01,2007,18,"Documentaries, Music & Musicals",,70.0,,Não informado
s5856,TV Show,Justin Time,Não Informado,"Drew Davis, Jenna Warren, Scott McCord",CA,2016-04-01,2012,Livre,Kids' TV,2011-09-22,,2.0,Primavera
s5857,TV Show,Terrace House: Boys & Girls in the City,Não Informado,"YOU, Reina Triendl, Yoshimi Tokui, Ryota Yamasato, Azusa Babazono",JP,2016-04-01,2016,14,"International TV Shows, Reality TV",2015-10-12,,2.0,Primavera
s5858,Movie,Kung Fu Panda: Secrets of the Scroll,Rodolphe Guenoden,"Jack Black, James Hong, Dustin Hoffman, Seth Rogen, Lucy Liu",US,2016-03-25,2016,10,"Children & Family Movies, Comedies",2016-01-05,23.0,,Verão
s5859,Movie,He Never Died,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey, David Richmond-Peck","US, CA",2016-03-18,2015,16,"Comedies, Horror Movies",2015-12-18,97.0,,Verão
s5860,Movie,Jimmy Carr: Funny Business,Sam Wrench,Jimmy Carr,GB,2016-03-18,2016,18,Stand-Up Comedy,2016-03-18,62.0,,Outono
s5861,Movie,My Beautiful Broken Brain,Sophie Robinson,"Lotje Sodderland, Sophie Robinson, Jan Sodderland, Hente Sodderland, David Lynch",GB,2016-03-18,2016,14,"Documentaries, International Movies",2014-11-21,84.0,,Primavera
s5862,Movie,Pee-wee's Big Holiday,John Lee,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz",US,2016-03-18,2016,10,"Children & Family Movies, Comedies, Cult Movies",2016-03-15,90.0,,Outono
s5863,TV Show,Netflix Presents: The Characters,Não Informado,Não Informado,US,2016-03-11,2016,18,TV Comedies,2016-03-11,,1.0,Outono
s5864,TV Show,Your lie in April,Não Informado,"Natsuki Hanae, Risa Taneda, Ayane Sakura, Ryota Osaka",JP,2016-03-01,2014,14,"Anime Series, International TV Shows, Romantic TV Shows",2014-10-10,,1.0,Primavera
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Woo-Ping,"Donnie Yen, Michelle Yeoh, Jason Scott Lee, Natasha Liu Bordizzo, Harry Shum Jr.",CN,2016-02-26,2016,12,"Action & Adventure, Romantic Movies",2016-02-18,101.0,,Verão
s5866,Movie,Marvel Super Hero Adventures: Frost Fight!,Mitch Schauer,"Matthew Mercer, Travis Willingham, Fred Tatasciore, Troy Baker, Grey DeLisle",US,2016-02-24,2015,10,"Children & Family Movies, Sci-Fi & Fantasy",2015-12-15,74.0,,Verão
s5867,TV Show,Cooked,Não Informado,Michael Pollan,US,2016-02-19,2016,14,Docuseries,2016-02-19,,1.0,Verão
s5868,TV Show,Care Bears & Cousins,Não Informado,Não Informado,US,2016-02-05,2016,Livre,Kids' TV,2015-12-18,,2.0,Verão
s5869,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,"US, DE",2016-02-05,2016,18,Stand-Up Comedy,2016-02-05,68.0,,Verão
s5870,TV Show,Turbo FAST,Não Informado,"Reid Scott, Eric Bauza, John Eric Bentley, Grey DeLisle, Amir Talai",US,2016-02-05,2016,10,Kids' TV,2013-12-24,,3.0,Verão
s5871,TV Show,Masha's Tales,Não Informado,Alina Kukushkina,RU,2016-02-01,2012,Livre,Kids' TV,2012-01-01,,1.0,Verão
s5872,TV Show,Chelsea Does,Não Informado,Chelsea Handler,US,2016-01-23,2016,18,"Docuseries, Science & Nature TV",2016-01-23,,1.0,Verão
s5873,Movie,Ricardo O'Farrill Abrazo Genial,Jan Suter,Ricardo O'Farrill,MX,2016-01-22,2016,18,Stand-Up Comedy,2016-12-12,92.0,,Verão
s5874,Movie,Ip Man,Wilson Yip,"Donnie Yen, Simon Yam, Lynn Hung Doi-Lam, Hiroyuki Ikeuchi, Gordon Lam Ka-Tung","CN, HK",2016-01-15,2008,16,"Action & Adventure, Dramas, International Movies",2008-12-12,107.0,,Verão
s5875,Movie,Ip Man 2,Wilson Yip,"Donnie Yen, Sammo Hung Kam-Bo, Huang Xiaoming, Lynn Hung Doi-Lam, Kent Cheng Jak-Si","CN, HK",2016-01-15,2010,16,"Action & Adventure, International Movies",2010-04-29,108.0,,Outono
